"jp_text","kr_text"
冬に太るのは、運動不足のせいだ。,겨울에 살찌는 건 운동 부족 탓이다.
あのライブは魂を揺さぶるような演奏だった。,그 라이브 공연은 영혼을 뒤흔드는 연주였다.
このエサは魚の好餌になりそうだ。,이 먹이는 물고기의 좋은 미끼가 될 것 같다.
雪山の朝は崇高な静けさに包まれる。,설산의 아침은 숭고한 고요에 감싸인다.
冬、こたつに入ってみかんを食べるのは、日本の冬の風物詩だ。,"겨울, 코타츠에 들어가 귤을 먹는 것은 일본 겨울의 풍물시다."
今月の三日は予定が入っているから、別日にしよう。,이번 달 3일은 일정이 있어서 다른 날로 하자.
面接では自己紹介を簡潔にまとめることが大切だ。,면접에서는 자기소개를 간결하게 정리하는 것이 중요하다。
毎日少しずつ努力を重ねた結果、合格をつかんだ。,매일 조금씩 노력을 쌓은 결과 합격을 거머쥐었다.
休日は惰眠をむさぼってしまった。,휴일에는 늦잠을 실컷 자 버렸다.
医者に言われたとおりに、薬を食後三回きちんと飲むようにしている。,의사가 말한 대로 식후에 하루 세 번 꼬박꼬박 약을 먹고 있다.
工場の排水で川が汚染され、魚が減った。,공장 폐수로 강이 오염되어 물고기가 줄었다.
文化交流で両国の友好が深まった。,문화 교류로 양국의 우호가 깊어졌다.
その古びた監獄は、今は歴史博物館として開放されている。,그 낡은 감옥은 지금은 역사 박물관으로 개방되어 있다.
右手を怪我してしまい、しばらくは箸もうまく持てない。,오른손을 다쳐서 한동안 젓가락도 제대로 잡지 못한다.
堕落した生活に慣れると、戻るのが怖い。,타락한 생활에 익숙해지면 돌아가는 게 두렵다.
彼は権力に酔わず、現場の声を最優先にした。,그는 권력에 취하지 않고 현장의 목소리를 최우선으로 했다.
誤って落として、ガラスの皿が床で砕けてしまった。,잘못 떨어뜨려서 유리 접시가 바닥에서 산산이 부서졌다.
吹奏楽部で私はクラを担当している。,취주악부에서 나는 클라리넷 파트를 맡고 있다.
寒冷地では配管が凍らないよう対策が必要だ。,한랭지에서는 배관이 얼지 않도록 대책이 필요하다.
駅で友達を見逃してしまって、すれ違った。,역에서 친구를 못 알아보고 지나쳤다.
長い交渉がようやく妥結した。,긴 협상이 마침내 타결됐다.
病気の母を支えたいという孝心から彼は実家に戻った。,아픈 어머니를 돕고 싶다는 효심에서 그는 본가로 돌아왔다.
紙を四角に折って、角をきっちり合わせてね。,"종이를 네모로 접고, 모서리를 딱 맞춰."
新商品のデザートを試してみた。,신상품 디저트를 먹어보았다.
スーツをクリーニングに出したら、とてもきれいになった。,정장을 드라이클리닝에 맡겼더니 아주 깨끗해졌다.
差別は唾棄すべき行為だ。,차별은 반드시 배척해야 할 행위다.
雨上がりの紫陽花の上を、蝸牛がゆっくり這っている。,비 갠 뒤 수국 위를 달팽이가 천천히 기어가고 있다.
ジャングルを猛虎が音もなく歩いていた。,정글을 맹호가 소리 없이 걷고 있었다.
親友にだけ、弱音を打ち明けた。,절친에게만 속마음을 털어놓았다.
彼女は海外で働く決意を固めた。,그녀는 해외에서 일하겠다는 결심을 굳혔다.
遅刻しそうなのに、彼は悠々と歩いてきた。,지각할 것 같은데도 그는 유유히 걸어왔다.
古い人形を供養するために寺へ持って行った。,오래된 인형을 공양(위령)하려고 절에 가져갔다.
週末は人手が足りず、店が回らない。,주말엔 일손이 부족해 가게가 돌아가지 않는다.
円安は家計に大きな打撃を与えた。,엔저는 가계에 큰 타격을 줬다.
この問題については、専門家の見解を聞きたい。,이 문제에 대해서는 전문가의 견해를 듣고 싶다.
チームには俊才が揃っていて、議論が速い。,팀에는 준재가 모여 있어 토론이 빠르다.
明日は早起きして、山へ写真を撮りに行こう。,"내일은 일찍 일어나서, 산으로 사진을 찍으러 가자."
縁側で種を飛ばしながら、冷えたスイカを食べる。,툇마루에서 씨를 뱉으며 차가운 수박을 먹는다.
動画を見ていて夜更かししてしまった。,동영상을 보다가 밤을 새워 버렸다.
赤外線は、人間の目には可視化できない光だ。,적외선은 인간의 눈에는 시각화할 수 없는 빛이다.
週末は人が多くて、店に入れなかった。,주말엔 사람이 많아서 가게에 못 들어갔다.
海外では生水を避けて、必ずボトルを買う。,해외에서는 생수를(수돗물 같은) 그대로 마시지 않고 반드시 병을 산다.
昔の話で盛り上がり、つい夜を更かしてしまった。,옛날 이야기로 떠들다 보니 그만 밤을 새워 버렸다.
買い物の序でに、図書館に本を返しに寄った。,장 보는 김에 도서관에 들러 책을 반납했다.
野生の手負いの狼が獲物に食らい付く。,야생의 상처 입은 늑대가 사냥감에 물고 늘어진다.
鍋から食み出すほど大きな蟹を茹でる。,냄비에서 삐져나올 정도로 큰 게를 삶는다.
湖の水面に、燃えるような紅葉が鮮やかに映り込む。,호수 수면에 불타는 듯한 단풍이 선명하게 비친다.
彼は自他ともに認める努力家だ。,그는 자신도 남도 인정하는 노력가다.
フィルム写真を現像して、アルバムにまとめた。,필름 사진을 현상해서 앨범으로 정리했다。
県庁の前で市民団体が集会を開いた。,현청 앞에서 시민 단체가 집회를 열었다.
テーブルをもう一台追加してください。,테이블을 한 대 더 추가해 주세요.
市民の声を集めて、条例案を練り直した。,시민의 목소리를 모아 조례안을 다시 다듬었다.
台風が接近しているので早めに帰宅した。,태풍이 접근 중이라 일찍 귀가했다.
その店は冷やかしお断り、と張り紙がしてあった。,그 가게에는 ‘구경만 사절’이라고 붙여 놓았다.
七転び八起き、失敗しても諦めずに挑戦し続ける。,"칠전팔기, 실패해도 포기하지 않고 계속 도전한다."
机の上が雑多で、探し物が見つからない。,책상 위가 잡다해서 찾는 물건이 안 보인다.
南の島でハンモックに揺られ、楽に過ごす。,남쪽 섬에서 해먹에 흔들리며 편안하게 지낸다.
他は気にせず、自分のペースでやりな。,"남은 신경 쓰지 말고, 자기 페이스로 해."
これの他に、予備の鍵が二つあります。,이것 말고도 예비 열쇠가 두 개 있어요.
実家から郵便が届いた。,본가에서 우편이 도착했다.
地殻の隆起で海岸線が持ち上がった。,지각의 융기로 해안선이 들어 올려졌다.
遅刻した理由を聞かれて、正直に寝坊だと答えた。,지각한 이유를 물어서 솔직히 늦잠이라고 답했다.
彼女の能力は高いが、慢心せず学び続けている。,그녀의 능력은 뛰어나지만 자만하지 않고 계속 배우고 있다.
水やりを忘れていたせいで、ベランダの植物が枯れてしまった。,물 주는 것을 잊어버린 탓에 베란다의 식물이 말라버렸다.
塩を少しだけ入れてください。,소금을 조금만 넣어 주세요.
このホテルは、従業員の待遇が良いことで評判だ。,이 호텔은 직원의 대우가 좋기로 평판이 나 있다.
書き留めた詠草を整理し、自分だけの歌集を作る。,적어둔 시의 초안(영초)을 정리해 나만의 가집을 만든다.
彼は考古の分野で知られた教授だ。,그는 고고 분야에서 알려진 교수이다.
彼のワイン作りの技は、長年の経験によって円熟の域に達している。,그의 와인 제조 기술은 다년간의 경험으로 원숙한 경지에 이르렀다.
伯母は町内会のまとめ役で、顔が広い。,백모는 동네 모임을 이끄는 사람이라 인맥이 넓다.
台風の影響で、関東一円に大雨警報が発令された。,태풍의 영향으로 간토 일대에 호우 경보가 발령되었다.
このスマホは次の世代の通信規格に対応している。,이 스마트폰은 다음 세대 통신 규격을 지원한다.
運動すると代謝が上がって体が温まる。,운동하면 대사가 올라 몸이 따뜻해진다.
大切な仲間に囲まれている彼は本当に幸せな人だ。,소중한 동료들에게 둘러싸인 그는 정말 행복한 사람이다.
この古い椅子を新しいのに代える。,이 낡은 의자를 새것으로 바꾼다.
この犬は思ったより大きい。,이 개는 생각보다 크다.
夜の湖は静穏で、波一つ立っていなかった。,밤의 호수는 고요해서 물결 하나 없었다.
盲腸の手術跡を見せながら、入院生活の話をする。,맹장 수술 자국을 보여주며 입원 생활 이야기를 한다.
彼は成功のために大いに努力した。,그는 성공을 위해 크게/많이 노력했다.
西の空に黒い雨雲が広がってきたので、急いで洗濯物を取り込んだ。,서쪽 하늘에 검은 비구름이 끼기 시작해 급히 빨래를 걷어 들였다.
式典で誓詞が読み上げられ、会場が引き締まった。,식전에서 선서문이 낭독되어 회장이 엄숙해졌다.
季節が代わると空気の匂いも変わる。,계절이 바뀌면 공기 냄새도 달라진다.
彼女は出かける前にお気に入りの香水をつけた。,그녀는 나가기 전에 좋아하는 향수를 뿌렸다.
洞窟の奥から巨大な竜が動き出た。,동굴 깊은 곳에서 거대한 용이 움직여 나왔다.
